Date,Gold,Silver,Platinum
1995/09/25,382.75,5.43,408.7
1995/09/26,383.5,5.5,405.7
1995/09/27,383,5.43,413.8
1995/09/28,383.1,5.44,411.4
1995/09/29,383.35,5.49,417.7
1995/10/02,381.7,5.46,421.7
1995/10/03,382.25,5.5,415.9
1995/10/04,382.6,5.48,414.9
1995/10/05,382.4,5.31,416.4
1995/10/06,383.2,5.29,413.2
1995/10/09,385,5.34,416.1
1995/10/10,384.8,5.3,415.9
1995/10/11,384.45,5.37,414.75
1995/10/12,384.3,5.45,411.8
1995/10/13,383.85,5.43,412
1995/10/16,383.5,5.43,412.5
1995/10/17,383.5,5.39,414.7
1995/10/18,383.55,5.38,415.4
1995/10/19,381.75,5.34,413.4
1995/10/20,382.1,5.34,411.9
1995/10/23,382.2,5.35,409.9
1995/10/24,382.2,5.33,411.6
1995/10/25,382.55,5.36,414.4
1995/10/26,382.4,5.35,413.1
1995/10/27,382.05,5.35,412.9
1995/10/30,382,5.43,415.9
1995/10/31,382.4,5.42,416.9
1995/11/01,382.15,5.31,414.9
1995/11/02,382.6,5.33,408.6
1995/11/03,382.1,5.34,407.7
1995/11/06,382.3,5.31,405.4
1995/11/07,384.7,5.33,409.7
1995/11/08,384.9,5.29,407.4
1995/11/09,385.5,5.28,405.9
1995/11/10,388.99,5.36,406.9
1995/11/13,387.05,5.36,405.6
1995/11/14,385.35,5.38,406
1995/11/15,384.8,5.44,407
1995/11/16,385.5,5.32,404.4
1995/11/17,386.7,5.32,399
1995/11/20,386.3,5.34,399.5
1995/11/21,384.9,5.32,405.9
1995/11/22,382.6,5.36,410.5
1995/11/23,382.6,5.35,411.1
1995/11/24,383.4,5.29,418.8
1995/11/27,385,5.19,418
1995/11/28,388.5,5.21,414.3
1995/11/29,388.6,5.24,418.5
1995/11/30,387.05,5.22,415.5
1995/12/01,385.95,5.23,414.5
1995/12/04,385.9,5.18,412.5
1995/12/05,386.9,5.23,417.8
1995/12/06,388.5,5.2,417.8
1995/12/07,388.8,5.2,415.5
1995/12/08,389.5,5.24,417.3
1995/12/11,388.1,5.25,424.15
1995/12/12,388,5.24,421.45
1995/12/13,386.2,5.22,418.05
1995/12/14,386,5.21,422.25
1995/12/15,386,5.17,418.25
1995/12/18,387.4,5.12,418.75
1995/12/19,387.2,5.14,419.35
1995/12/20,388.5,5.13,419.55
1995/12/21,387.6,5.17,426.75
1995/12/22,387,5.14,430.75
1995/12/25,387,5.17,429.75
1995/12/26,387.45,5.15,428.5
1995/12/27,386.6,5.16,424.3
1995/12/28,386.6,5.17,425.2
1995/12/29,386.85,5.15,419.5
1996/01/02,390.4,5.15,416.5
1996/01/03,394.1,5.18,422.5
1996/01/04,394.25,5.34,421.5
1996/01/05,395.3,5.35,421.2
1996/01/08,396.4,5.38,424.5
1996/01/09,396.1,5.52,423.25
1996/01/10,399.7,5.53,421
1996/01/11,398.2,5.53,418
1996/01/12,396,5.59,412
1996/01/15,395.6,5.5,409.2
1996/01/16,398.1,5.44,409.2
1996/01/17,399.25,5.42,407
1996/01/18,396.5,5.47,407.75
1996/01/19,399.15,5.49,411.4
1996/01/22,403.1,5.43,411
1996/01/23,403.3,5.44,409
1996/01/24,402.85,5.57,405.5
1996/01/25,406.5,5.54,406
1996/01/26,405.6,5.49,411.2
1996/01/29,405.8,5.56,411.5
1996/01/30,404.15,5.52,410.5
1996/01/31,406.2,5.52,411
1996/02/01,412.5,5.54,414.5
1996/02/02,415.1,5.57,411
1996/02/05,413.5,5.8,412
1996/02/06,412.15,5.82,411.2
1996/02/07,408.4,5.79,411.8
1996/02/08,409.25,5.76,411.5
1996/02/09,405.3,5.68,412.3
1996/02/12,400.95,5.72,412.1
1996/02/13,403.65,5.65,412.5
1996/02/14,404,5.65,413
1996/02/15,403.1,5.72,414.8
1996/02/16,405.2,5.72,408.5
1996/02/19,405.4,5.63,403
1996/02/20,399,5.71,400.5
1996/02/21,402,5.71,405.05
1996/02/22,399.5,5.54,405.75
1996/02/23,398,5.58,406.05
1996/02/26,398.8,5.52,406.05
1996/02/27,398,5.45,408.65
1996/02/28,400.1,5.48,406.75
1996/02/29,399.5,5.47,406
1996/03/01,398.5,5.51,409.65
1996/03/04,393.7,5.51,406.45
1996/03/05,393.4,5.5,403.25
1996/03/06,393,5.39,402.05
1996/03/07,395.2,5.37,402
1996/03/08,396.85,5.38,398.5
1996/03/11,395.4,5.43,400.5
1996/03/12,396.3,5.49,404.75
1996/03/13,396.7,5.49,404.55
1996/03/14,395.5,5.55,401.65
1996/03/15,396,5.61,405.75
1996/03/18,395.35,5.57,401.95
1996/03/19,395.1,5.59,402.45
1996/03/20,395.7,5.55,400
1996/03/21,397.75,5.52,402.75
1996/03/22,398.1,5.56,404.45
1996/03/25,398.6,5.61,404.25
1996/03/26,400,5.63,405.25
1996/03/27,399.9,5.63,406.25
1996/03/28,396.25,5.69,405.15
1996/03/29,395.2,5.67,404.85
1996/04/01,394.7,5.51,402.75
1996/04/02,393.7,5.52,402.95
1996/04/03,393.9,5.53,401.65
1996/04/04,394.5,5.5,404.8
1996/04/05,394.5,5.52,401.9
1996/04/08,397.6,5.42,398.5
1996/04/09,394.3,5.43,395.5
1996/04/10,395,5.54,398.3
1996/04/11,395.2,5.46,397.2
1996/04/12,394.3,5.49,398.3
1996/04/15,393.1,5.54,397.3
1996/04/16,391.2,5.51,398
1996/04/17,390.9,5.48,399.2
1996/04/18,390.2,5.3,398.5
1996/04/19,390.35,5.31,399.5
1996/04/22,391.4,5.28,400.5
1996/04/23,391.1,5.27,400.2
1996/04/24,390.5,5.33,393.5
1996/04/25,393.1,5.32,391.75
1996/04/26,390.2,5.3,392
1996/04/29,390.3,5.37,391.75
1996/04/30,391.4,5.27,391.25
1996/05/01,392.8,5.23,390.05
1996/05/02,393.8,5.32,391.25
1996/05/03,392.2,5.39,391.5
1996/05/06,393.8,5.39,392
1996/05/07,393.8,5.44,392.5
1996/05/08,392.8,5.46,391.5
1996/05/09,392.6,5.49,392.45
1996/05/10,390.4,5.44,392.65
1996/05/13,391.2,5.42,391.85
1996/05/14,391.6,5.35,392.2
1996/05/15,392.45,5.37,391.6
1996/05/16,392.5,5.38,389.5
1996/05/17,392.3,5.39,388.2
1996/05/20,390.6,5.36,388.3
1996/05/21,391.2,5.33,391.5
1996/05/22,391.5,5.27,391
1996/05/23,391.3,5.29,390
1996/05/24,390.65,5.34,388.75
1996/05/27,390.9,5.32,389.5
1996/05/28,391.25,5.32,386.3
1996/05/29,391,5.32,389.8
1996/05/30,390.8,5.36,389.7
1996/05/31,390.8,5.32,390.45
1996/06/03,390.3,5.33,389.85
1996/06/04,388,5.39,396.75
1996/06/05,386.2,5.37,390.5
1996/06/06,385.9,5.2,391.8
1996/06/07,385.05,5.16,392.9
1996/06/10,385.8,5.21,393.5
1996/06/11,384.3,5.18,394.2
1996/06/12,384.35,5.18,395.2
1996/06/13,384.35,5.11,396.5
1996/06/14,384.65,5.09,397
1996/06/17,384.7,5.08,399.9
1996/06/18,385.4,5.19,398.3
1996/06/19,384.25,5.19,397.8
1996/06/20,384.3,5.2,402.3
1996/06/21,384.8,5.13,404
1996/06/24,384.8,5.14,402.3
1996/06/25,383.9,5.14,403.5
1996/06/26,383,5.16,399.5
1996/06/27,381.9,5.16,401.25
1996/06/28,380.2,5.07,401.45
1996/07/01,381.2,5.02,399.45
1996/07/02,382,5.01,397.95
1996/07/03,381.5,5.06,400.25
1996/07/04,380.9,5.1,399.25
1996/07/05,381.55,5.11,399.65
1996/07/08,381.1,5.09,396.75
1996/07/09,382.4,5.08,398.5
1996/07/10,382.35,5.05,400.2
1996/07/11,383.55,5.1,397.5
1996/07/12,383.2,5.11,398.75
1996/07/15,384.3,5.13,399.55
1996/07/16,383.3,5.12,401.5
1996/07/17,383.3,5.15,401
1996/07/18,383.6,4.95,399
1996/07/19,384.25,4.96,396.7
1996/07/22,384.6,4.99,395
1996/07/23,384.4,4.96,395.25
1996/07/24,385.2,5.01,394.85
1996/07/25,384.95,4.96,393.9
1996/07/26,385,5.01,392.6
1996/07/29,384.4,4.99,392.2
1996/07/30,384.4,5.1,392.6
1996/07/31,386.8,5.07,392.8
1996/08/01,386.1,5.07,390.3
1996/08/02,387.1,5.14,389.3
1996/08/05,388.8,5.11,388.2
1996/08/06,388.3,5.08,387.2
1996/08/07,387.9,5.07,388.4
1996/08/08,388.3,5.03,390.3
1996/08/09,387.4,5.04,388
1996/08/12,387.4,5.09,386
1996/08/13,387.6,5.04,386.2
1996/08/14,386.4,5.07,387.5
1996/08/15,386.45,5.09,387.5
1996/08/16,386.2,5.05,385.3
1996/08/19,386.95,5.09,384.25
1996/08/20,387.45,5.09,382.55
1996/08/21,386.6,5.21,383.05
1996/08/22,387.3,5.21,384.05
1996/08/23,388.2,5.18,383.5
1996/08/26,389.2,5.23,383.5
1996/08/27,388.7,5.21,384.1
1996/08/28,387.9,5.28,384.3
1996/08/29,387.6,5.25,386.5
1996/08/30,386.5,5.18,387.5
1996/09/02,386.65,5.19,385.3
1996/09/03,386.25,5.18,385
1996/09/04,385.5,5.18,384.2
1996/09/05,385.5,5.16,383.5
1996/09/06,385,5.17,383.7
1996/09/09,383.4,5.14,383.6
1996/09/10,383,5.12,383.7
1996/09/11,382.6,5.08,386.5
1996/09/12,382.4,5.09,387.3
1996/09/13,382.35,5.08,385.2
1996/09/16,383.1,5.02,381.7
1996/09/17,382.7,5.03,383.9
1996/09/18,383.15,5.05,379.2
1996/09/19,382.5,5.04,380.5
1996/09/20,381,5.07,380
1996/09/23,381.3,4.93,380.5
1996/09/24,382.6,4.85,381.2
1996/09/25,382.4,4.87,380.2
1996/09/26,381.1,4.91,378.75
1996/09/27,380.3,4.9,381.95
1996/09/30,378.3,4.87,382.95
1996/10/01,378.5,4.91,386.3
1996/10/02,379.6,4.86,387.5
1996/10/03,379.9,4.89,387.1
1996/10/04,380.25,4.9,385
1996/10/07,380.45,4.89,384.5
1996/10/08,381.2,4.86,384.5
1996/10/09,381.1,4.88,382.75
1996/10/10,381.8,4.88,383.5
1996/10/11,381,4.95,383.5
1996/10/14,381.5,5.04,382.55
1996/10/15,381,5.04,380.5
1996/10/16,380.95,5.02,378.45
1996/10/17,380.35,5.03,376
1996/10/18,380.1,5.01,374.25
1996/10/21,381.7,4.89,374
1996/10/22,383.8,4.89,371.05
1996/10/23,383.6,4.92,372.2
1996/10/24,382.95,4.97,374.2
1996/10/25,382.6,4.97,371.65
1996/10/28,383,4.91,369.05
1996/10/29,380.35,4.92,367.5
1996/10/30,380.3,4.92,368.15
1996/10/31,377.7,4.82,368.9
1996/11/01,378,4.82,367.75
1996/11/04,378.55,4.8,368.25
1996/11/05,378.5,4.79,367.25
1996/11/06,377.7,4.8,368.75
1996/11/07,378.85,4.79,371.5
1996/11/08,379.2,4.72,371
1996/11/11,381.25,4.84,372.15
1996/11/12,382.6,4.84,371.75
1996/11/13,382.95,4.89,371.15
1996/11/14,381.15,4.88,370
1996/11/15,380.05,4.9,369.75
1996/11/18,378.8,4.85,369.75
1996/11/19,377.9,4.94,371.9
1996/11/20,378.1,4.89,370.5
1996/11/21,376.5,4.88,366.5
1996/11/22,376.1,4.93,363.4
1996/11/25,374.25,4.85,360.2
1996/11/26,374.8,4.85,362.7
1996/11/27,373.2,4.75,359.25
1996/11/28,372.25,4.75,362
1996/11/29,371.25,4.74,363.8
1996/12/02,368.2,4.73,362
1996/12/03,368.4,4.72,360.5
1996/12/04,370.7,4.69,358.2
1996/12/05,370.65,4.78,359.8
1996/12/06,368.7,4.82,360.6
1996/12/09,367.9,4.85,356.7
1996/12/10,368.4,4.77,356.95
1996/12/11,368.8,4.77,355.55
1996/12/12,368.9,4.83,356.25
1996/12/13,368.45,4.83,358.25
1996/12/16,367.85,4.82,359.75
1996/12/17,368.3,4.82,356.25
1996/12/18,369.1,4.8,354.55
1996/12/19,368.8,4.85,351.25
1996/12/20,368.5,4.85,348.75
1996/12/23,368.6,4.85,351.45
1996/12/24,368.6,4.82,350.75
1996/12/25,368.5,4.83,351.25
1996/12/26,369,4.84,350.25
1996/12/27,369.2,4.84,351.8
1996/12/30,369.2,4.89,355.3
1996/12/31,367.8,4.89,354.7
1997/01/02,365.2,4.79,368
1997/01/03,360.8,4.77,365.5
1997/01/06,357.6,4.71,367.5
1997/01/07,358.6,4.67,363.5
1997/01/08,355.7,4.63,367.4
1997/01/09,357.55,4.7,365.3
1997/01/10,358.8,4.65,367.9
1997/01/13,358.3,4.72,369.7
1997/01/14,353.75,4.75,373
1997/01/15,352.25,4.7,376.5
1997/01/16,354.35,4.66,382
1997/01/17,355.3,4.67,392.5
1997/01/20,353.3,4.72,392
1997/01/21,352.7,4.77,387.5
1997/01/22,350.5,4.73,385.5
1997/01/23,351.7,4.71,379.5
1997/01/24,352.1,4.72,382.8
1997/01/27,356,4.86,382.5
1997/01/28,353,4.97,379.5
1997/01/29,351,5.04,382.8
1997/01/30,345.45,4.95,379.5
1997/01/31,344.1,4.93,381.8
1997/02/03,346.4,4.93,381.75
1997/02/04,344.1,4.93,378
1997/02/05,344.1,4.9,374.5
1997/02/06,342.8,4.85,378.75
1997/02/07,341.5,4.87,377.95
1997/02/10,341.15,4.84,378.75
1997/02/11,339.6,4.94,375
1997/02/12,342.65,4.95,372
1997/02/13,340.75,4.84,374.5
1997/02/14,344.5,5.12,371.2
1997/02/17,344,5.12,373
1997/02/18,345.6,5.25,366.8
1997/02/19,345,5.2,371.5
1997/02/20,350.25,5.22,366.75
1997/02/21,352,5.17,364
1997/02/24,353,5.23,361
1997/02/25,354,5.2,364.5
1997/02/26,354,5.2,365.5
1997/02/27,358.9,5.22,368.6
1997/02/28,363,5.2,370
1997/03/03,361.7,5.24,368.75
1997/03/04,358.7,5.31,366.7
1997/03/05,352.7,5.28,363.7
1997/03/06,351.9,5.22,368
1997/03/07,348.5,5.2,376.5
1997/03/10,351.6,5.19,375.7
1997/03/11,353.3,5.17,381
1997/03/12,351.85,5.23,376.5
1997/03/13,353.3,5.26,374.5
1997/03/14,352,5.2,375.8
1997/03/17,347.5,5.28,377.7
1997/03/18,349.2,5.25,372
1997/03/19,351.8,5.2,373.3
1997/03/20,351.25,5.17,371
1997/03/21,352.6,5.22,373.6
1997/03/24,349.75,5.19,370.7
1997/03/25,347.6,5.14,372.5
1997/03/26,350.1,5.17,373
1997/03/27,349.2,5.1,372.05
1997/03/28,349.5,5.15,379.5
1997/03/31,350.9,5.13,390
1997/04/01,351.7,5.13,392.35
1997/04/02,348.8,5.06,392.5
1997/04/03,348.6,5,395.05
1997/04/04,348.5,4.86,393.75
1997/04/07,347.8,4.74,391.45
1997/04/08,348.3,4.74,391.25
1997/04/09,347.8,4.78,395.5
1997/04/10,348.4,4.78,392
1997/04/11,346.7,4.78,390
1997/04/14,346,4.79,389.5
1997/04/15,341.8,4.73,389.25
1997/04/16,341.3,4.72,398
1997/04/17,342.3,4.72,411.5
1997/04/18,341.2,4.79,411.5
1997/04/21,342.7,4.72,401.5
1997/04/22,341.1,4.71,399.5
1997/04/23,341.1,4.76,413.5
1997/04/24,340.5,4.73,426
1997/04/25,341.9,4.74,446.6
1997/04/28,339.45,4.69,464
1997/04/29,339.7,4.73,461
1997/04/30,339.1,4.62,449
1997/05/01,340.2,4.65,455
1997/05/02,340,4.68,437.5
1997/05/05,342.6,4.74,431
1997/05/06,340.2,4.71,429
1997/05/07,341.2,4.75,411
1997/05/08,343.5,4.72,403
1997/05/09,347.8,4.74,414.7
1997/05/12,347.4,4.83,417.2
1997/05/13,349.25,4.86,417.2
1997/05/14,347.55,4.82,411.5
1997/05/15,347.2,4.88,414
1997/05/16,343.8,4.83,415
1997/05/19,341.3,4.84,419
1997/05/20,342.85,4.68,423
1997/05/21,342.7,4.7,427.8
1997/05/22,342.4,4.71,421.5
1997/05/23,342.35,4.69,420
1997/05/26,342.75,4.68,419
1997/05/27,343.8,4.73,407
1997/05/28,344.6,4.73,402.5
1997/05/29,345.5,4.75,397.5
1997/05/30,344.4,4.73,396
1997/06/02,343.3,4.83,398
1997/06/03,343,4.7,402.5
1997/06/04,341,4.71,400.5
1997/06/05,343.1,4.75,406.5
1997/06/06,343.2,4.72,406
1997/06/09,343.95,4.8,412
1997/06/10,343.8,4.8,411.2
1997/06/11,343.35,4.76,421
1997/06/12,341.3,4.76,417.5
1997/06/13,340.8,4.76,421
1997/06/16,342.4,4.72,423.8
1997/06/17,341.5,4.7,430
1997/06/18,339,4.71,426.5
1997/06/19,340.1,4.79,428.5
1997/06/20,337.4,4.7,425.1
1997/06/23,339.5,4.77,440
1997/06/24,337.5,4.73,456
1997/06/25,337.1,4.82,449.5
1997/06/26,338,4.77,431
1997/06/27,334.4,4.78,432
1997/06/30,333.7,4.76,443.5
1997/07/01,334,4.7,442
1997/07/02,331.1,4.63,435
1997/07/03,325.5,4.65,431
1997/07/04,324.25,4.63,427.5
1997/07/07,317.6,4.55,427
1997/07/08,319.6,4.54,415
1997/07/09,317.9,4.28,408
1997/07/10,319.6,4.32,404
1997/07/11,321.1,4.32,413
1997/07/14,319.45,4.37,413
1997/07/15,317.8,4.36,407
1997/07/16,317.8,4.27,404.7
1997/07/17,323.5,4.3,402
1997/07/18,328.7,4.21,405
1997/07/21,325.3,4.26,405.5
1997/07/22,325,4.28,408
1997/07/23,322.85,4.26,408.5
1997/07/24,323,4.31,410
1997/07/25,325.75,4.29,417.5
1997/07/28,328.25,4.29,418.4
1997/07/29,325.7,4.33,415
1997/07/30,325.8,4.37,418
1997/07/31,324.3,4.34,425.2
1997/08/01,324.4,4.38,427.4
1997/08/04,323.65,4.48,426.5
1997/08/05,320.5,4.47,425.9
1997/08/06,318.3,4.49,421
1997/08/07,321.7,4.34,421.5
1997/08/08,326.9,4.34,423.5
1997/08/11,328.2,4.39,430.2
1997/08/12,326.8,4.39,437.5
1997/08/13,326.9,4.45,437
1997/08/14,323.8,4.44,438
1997/08/15,325.8,4.52,431.4
1997/08/18,321.1,4.42,427.7
1997/08/19,323,4.57,431
1997/08/20,321.2,4.52,436
1997/08/21,323.5,4.52,430.5
1997/08/22,326.2,4.51,431.8
1997/08/25,324.45,4.53,428.5
1997/08/26,325.65,4.68,423.5
1997/08/27,325.2,4.63,426.5
1997/08/28,323.7,4.68,435
1997/08/29,323.9,4.66,427.5
1997/09/01,324.3,4.67,431
1997/09/02,322.25,4.65,436.4
1997/09/03,321.75,4.66,432.5
1997/09/04,321.3,4.62,439
1997/09/05,322.3,4.67,428.5
1997/09/08,321.7,4.68,420.5
1997/09/09,321.25,4.72,420.2
1997/09/10,321.5,4.69,424.5
1997/09/11,324,4.75,420.5
1997/09/12,323.9,4.74,421.9
1997/09/15,322.8,4.75,413
1997/09/16,320.5,4.76,399.2
1997/09/17,320,4.74,404
1997/09/18,320.4,4.58,403
1997/09/19,320.6,4.61,405.3
1997/09/22,321,4.67,405.3
1997/09/23,321.7,4.72,407
1997/09/24,322.85,4.68,406.2
1997/09/25,326.9,4.69,405.5
1997/09/26,326.5,4.75,397
1997/09/29,328,4.78,391
1997/09/30,334.2,4.82,388.5
1997/10/01,333.5,5.09,390.5
1997/10/02,331.2,5.21,392
1997/10/03,334.6,5.16,388
1997/10/06,332.3,5.16,385.5
1997/10/07,331.2,5.28,386.5
1997/10/08,333,5.2,393.5
1997/10/09,327.5,5.19,392.5
1997/10/10,329.4,5.23,393.3
1997/10/13,328.2,5.12,389
1997/10/14,327.7,5.2,387.5
1997/10/15,326.7,5.15,380.2
1997/10/16,325.6,5.09,384.5
1997/10/17,325,5.07,381
1997/10/20,323.4,4.93,382.25
1997/10/21,322.45,4.96,384.5
1997/10/22,322.2,4.94,388.5
1997/10/23,323.4,4.97,386
1997/10/24,308.75,5.03,381
1997/10/27,311.6,4.94,381
1997/10/28,315.5,4.78,376.7
1997/10/29,313.6,4.8,376
1997/10/30,316.2,4.82,372.5
1997/10/31,311.2,4.8,359.9
1997/11/03,313.2,4.88,360.5
1997/11/04,313.6,4.75,351.5
1997/11/05,313.3,4.84,340.5
1997/11/06,312.2,4.85,354
1997/11/07,310,4.87,355.5
1997/11/10,309.9,4.91,355.5
1997/11/11,309.5,4.87,353.85
1997/11/12,307.2,4.88,354
1997/11/13,307.6,4.93,365.9
1997/11/14,303.1,4.9,365
1997/11/17,303.6,5.14,364
1997/11/18,306.5,5.09,363
1997/11/19,303.8,5.14,365
1997/11/20,302.6,5.11,367.5
1997/11/21,304.7,5.23,366.5
1997/11/24,302.7,5.25,362.5
1997/11/25,300.1,5.45,354.6
1997/11/26,296.5,5.4,361.5
1997/11/27,295.75,5.25,360.1
1997/11/28,296.8,5.26,362.5
1997/12/01,293.6,5.26,362
1997/12/02,293.6,5.3,373
1997/12/03,292.1,5.3,389
1997/12/04,286,5.33,387
1997/12/05,288,5.31,375
1997/12/08,287.6,5.28,375
1997/12/09,282.5,5.4,374.5
1997/12/10,286.4,5.4,379
1997/12/11,283.8,5.46,383.2
1997/12/12,282.6,5.88,382
1997/12/15,284.1,5.8,382
1997/12/16,283.3,5.88,388.5
1997/12/17,288.9,5.91,389.5
1997/12/18,287.1,5.97,388
1997/12/19,288.8,5.97,388
1997/12/22,290.8,6.05,392
1997/12/23,293.8,6.05,386
1997/12/24,296.2,6.02,396
1997/12/25,296.25,6.24,399
1997/12/26,294.6,6.38,395.1
1997/12/29,290.8,6.38,391
1997/12/30,290.3,6.36,389.5
1997/12/31,288.8,6.33,388.9
1998/01/02,288,6.16,387
1998/01/05,281.6,5.99,386.4
1998/01/06,281.2,5.96,385
1998/01/07,283.6,5.92,380
1998/01/08,280.7,6.09,377
1998/01/09,278.4,6.03,384.3
1998/01/12,277.9,5.79,379.2
1998/01/13,282.5,5.66,374
1998/01/14,281.7,5.5,374
1998/01/15,285.3,5.71,380
1998/01/16,289.9,5.71,379
1998/01/19,287.3,5.87,383.5
1998/01/20,290.2,5.83,388
1998/01/21,292.3,5.75,384
1998/01/22,290.2,5.73,384.5
1998/01/23,299.25,5.85,381.5
1998/01/26,296.8,5.77,380
1998/01/27,300.5,5.93,383.5
1998/01/28,304.75,5.99,388.3
1998/01/29,302.6,6.17,388
1998/01/30,302.2,6.11,388
1998/02/02,302.7,6.09,392.9
1998/02/03,295.1,6.22,401
1998/02/04,299.1,6.34,395.5
1998/02/05,298.4,6.76,408
1998/02/06,297.9,7.28,408.5
1998/02/09,299.5,7.59,411
1998/02/10,300.2,7.24,420.5
1998/02/11,299.8,7,415
1998/02/12,298.5,7.17,407
1998/02/13,299.6,7.07,412
1998/02/16,298,7.05,409.5
1998/02/17,297.75,7.13,407.1
1998/02/18,297.3,7.05,404.5
1998/02/19,298.7,6.8,406.5
1998/02/20,297,6.59,405
1998/02/23,293.2,6.82,412
1998/02/24,291.2,6.54,413
1998/02/25,291.8,6.46,412
1998/02/26,294.4,6.35,417
1998/02/27,298.9,6.03,421
1998/03/02,299.5,6.19,426
1998/03/03,297.6,6.48,426.5
1998/03/04,295.8,6.59,430.5
1998/03/05,293.2,6.39,419.5
1998/03/06,294.2,6.35,411
1998/03/09,294.25,6.37,412
1998/03/10,295.8,6.07,420
1998/03/11,294.35,6.07,419
1998/03/12,294.3,6.3,422.7
1998/03/13,295.1,6.14,417
1998/03/16,294.3,6.2,410
1998/03/17,291.7,6.14,409
1998/03/18,290.9,6.1,405
1998/03/19,291.3,5.86,405.8
1998/03/20,291.5,5.97,400.5
1998/03/23,298.7,5.97,393.5
1998/03/24,299.4,6.21,394.2
1998/03/25,298.8,6.45,398
1998/03/26,301.3,6.41,395
1998/03/27,302.6,6.24,394
1998/03/30,301.4,6.33,396
1998/03/31,300.7,6.35,390
1998/04/01,299.5,6.34,387
1998/04/02,302,6.5,402
1998/04/03,308,6.36,400
1998/04/06,308.8,6.56,404.9
1998/04/07,309.5,6.6,395.5
1998/04/08,309.1,6.4,386
1998/04/09,308.2,6.41,380.7
1998/04/10,310.25,6.43,383
1998/04/13,310.7,6.43,378.7
1998/04/14,308,6.45,380
1998/04/15,307,6.39,380
1998/04/16,307.9,6.3,374.1
1998/04/17,307.5,6.32,366
1998/04/20,307.7,6.3,368.4
1998/04/21,310.5,6.26,363.3
1998/04/22,313,6.24,364
1998/04/23,313.8,6.32,357.5
1998/04/24,312.4,6.29,358
1998/04/27,309.4,6.29,358
1998/04/28,307.7,6.25,359
1998/04/29,310,6.17,358
1998/04/30,306.4,6.17,356.5
1998/05/01,302,6.22,349.5
1998/05/04,304.1,6.22,348
1998/05/05,303.1,6.13,346.5
1998/05/06,300.5,6.24,355
1998/05/07,298.35,6.11,360
1998/05/08,299.6,5.91,358
1998/05/11,300.1,5.96,361.5
1998/05/12,297.7,5.96,356.5
1998/05/13,298.2,5.73,353.5
1998/05/14,298.9,5.59,351
1998/05/15,301,5.53,352.5
1998/05/18,299.3,5.59,351.2
1998/05/19,298.4,5.57,351
1998/05/20,299.4,5.28,359.6
1998/05/21,300.9,5.16,367
1998/05/22,299.6,5.23,365
1998/05/25,299.5,5.32,365
1998/05/26,295.3,5.27,370
1998/05/27,293.6,5.27,376.5
1998/05/28,292.85,5.08,379
1998/05/29,292.7,5.18,381.7
1998/06/01,288.2,5.03,375.5
1998/06/02,291.2,5.09,373.6
1998/06/03,292.9,5.07,379
1998/06/04,293.5,5.18,386.2
1998/06/05,291.4,5.2,396
1998/06/08,296,5.23,396
1998/06/09,293.4,5.28,390.5
1998/06/10,293,5.43,384.5
1998/06/11,286.6,5.33,382
1998/06/12,285.75,5.34,380.2
1998/06/15,284.6,5.16,377.5
1998/06/16,288.4,5.13,375.5
1998/06/17,293.2,5.09,383.5
1998/06/18,293,5.19,377.5
1998/06/19,298.5,5.36,378.5
1998/06/22,295.2,5.26,374.2
1998/06/23,294.8,5.37,372
1998/06/24,292.6,5.33,374
1998/06/25,293.65,5.34,375.5
1998/06/26,293.6,5.26,381.4
1998/06/29,293.4,5.36,379.3
1998/06/30,296.7,5.31,378.5
1998/07/01,296.2,5.32,374.1
1998/07/02,293.6,5.52,371.4
1998/07/03,294.5,5.46,371
1998/07/06,293,5.33,367.3
1998/07/07,294.8,5.34,363.1
1998/07/08,293,5.32,368.4
1998/07/09,291.45,5.39,369.8
1998/07/10,290.6,5.34,371.8
1998/07/13,291.4,5.32,368.3
1998/07/14,292.9,5.29,370.7
1998/07/15,293.5,5.32,364.8
1998/07/16,293.2,5.31,360
1998/07/17,294.25,5.34,352.7
1998/07/20,295.9,5.32,353.7
1998/07/21,294.6,5.35,356
1998/07/22,293.9,5.45,363
1998/07/23,293.2,5.52,367.5
1998/07/24,291.2,5.66,368.5
1998/07/27,290.1,5.8,365.2
1998/07/28,291.5,5.7,367
1998/07/29,289.8,5.64,359.5
1998/07/30,288.75,5.66,357.7
1998/07/31,286.2,5.58,363.5
1998/08/03,283.5,5.5,364.3
1998/08/04,288.7,5.43,365.4
1998/08/05,287.7,5.35,366.6
1998/08/06,287.1,5.44,359.9
1998/08/07,286.4,5.4,363
1998/08/10,287.2,5.42,361.5
1998/08/11,283.7,5.27,354.1
1998/08/12,282.5,5.32,351.3
1998/08/13,285.1,5.17,353.5
1998/08/14,283.8,5.16,358.9
1998/08/17,284.8,5.19,352
1998/08/18,284.7,5.16,351
1998/08/19,283.1,5.11,345.5
1998/08/20,284.9,5.07,353.9
1998/08/21,284.55,5.07,352
1998/08/24,284.4,5.15,347
1998/08/25,282.8,5.17,337
1998/08/26,282,5.13,341
1998/08/27,276.3,5.03,351
1998/08/28,274.1,4.95,349
1998/08/31,276.4,4.87,343
1998/09/01,278.6,4.66,343
1998/09/02,279.9,4.66,342.3
1998/09/03,284.7,4.77,339
1998/09/04,286.6,4.83,340
1998/09/07,288.2,4.93,344
1998/09/08,285.8,5.01,337
